title,desc,url,type,pcm_price,pw_price,bills_included,available_now,location,new_today
"b'Spacious Room, Couples Ok/Available Now'","b'Hi everyone !Bright double room very well located in a friendly neighbourhood - Lots of bars, restaurants, caf\xc3\x83\xc2\xa9s around5 minutes away from...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944922&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D50&,Double room,,270,True,True,Vauxhall (SW8),True
b'Camden/2 Rooms Available/All Bills Incl.',"b'Hi everyone !Bright double room very well located in a friendly neighbourhood - Lots of bars, restaurants, caf\xc3\x83\xc2\xa9s around5 minutes away from...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944856&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D50&,2 doubles,,185-200,True,True,Camden (NW1),True
b'Maida Vale@ Little Venice@Massive Double@ Couple',b'REFURBISHED PROPERTY!!! COSY COUPLE ROOM IN NORTH LONDON!! AVAILABLE NOW!!! NO FEES!!!INCL ALL BILLS!!!This room is located in the heart of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944811&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D50&,Double room,,285,True,True,Abbey Road (NW8),True
b'No agency fees! loft room including bills. wifi TV',"b'The price of this lovely loft room is \xc3\x82\xc2\xa31150 per month inclusive of all bills, including television and wifi internet.  Move in from 30 November...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=3326482&search_id=885030262&offset=60&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,150,,True,False,Soho (W1),False
b'Lovely double room between Clapham/Brixton',b'I\xc3\xa2\xc2\x80\xc2\x99m sadly moving out on the 18th October so am looking to find someone to replace me. The room is a double in a lovely top floor flat on a quiet...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944790&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,819,,True,False,Brixton (SW2),True
b'Pimlico@Victoria@Prime Location@',b'REFURBISHED PROPERTY!!! COSY DOUBLE ROOM IN PIMLICO ! AVAILABLE NOW!!! NO FEES!!!INCL ALL BILLS!!!This room is located in the heart of London...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944757&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,,230,True,True,Pimlico (SW1),True
"b""King's Cross, Great Room with Balcony!""","b'!!! AVAILABLE FROM THE 7TH OF NOVEMBER !!!Hello, everyone! I am looking for a single professional or student to rent this amazing room - only for...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944754&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,,215,True,False,King's Cross (N1),True
b'Dalston@Shoreditch@ Cozy Double Room@',b'REFURBISHED PROPERTY!!! COSY DOUBLE ROOM IN DALSTON!! AVAILABLE NOW!!! NO FEES!!!INCL ALL BILLS!!!This room is located in the heart of London...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944688&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,,215,True,True,Hoxton (N1),True
"b'Shoreditch, Large Room, Cool Flatshare!'","b'!!! AVAILABLE FROM THE 31ST OF OCTOBER !!!Hello, everyone! I am looking for a single professional or student to rent this amazing room - only for...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944670&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,,215,True,False,Shoreditch (N1),True
b'Extra Large Twin Room for Friends in Hoxton',"b'\xc3\xb0\xc2\x9f\xc2\x93\xc2\x8cLARGE TWIN ROOM 4 / \xc3\x82\xc2\xa3995PM (\xc3\x82\xc2\xa3240PW) / November 11\xc3\xb0\xc2\x9f\xc2\x93\xc2\x8cALL BILLS ARE INCLUDED: GAS, ELECTRIC, WATER, COUNCIL TAX, WIFI. CLEANING SERVICE IS...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944628&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,995,,True,False,Hoxton (N1),True
"b'Fulham, Massive Room, Couples Welcome!'","b'!!! AVAILABLE FROM TODAY !!!Hello, everyone! I am looking for a couple or a single professional/student to rent ASAP (max. within 4 days) this...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944598&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,,285,True,True,Fulham Broadway (SW6),True
"b'Marylebone Area, Stunning Room, Cool Flat!'","b'!!! AVAILABLE FROM TODAY !!!Hello, everyone! I am looking for a couple or a single professional/student to rent ASAP (max. within 4 days) this...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944493&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,,285,True,True,Marylebone (NW8),True
"b'Westminster, Great Room in Zone 1!'","b'!!! AVAILABLE FROM TODAY !!!Hello, everyone! I am looking for a single professional or student to rent this amazing room - only for single-use -...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944445&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Double room,,230,True,True,Victoria (SW1),True
"b'Stockwell, 2 Great Rooms, Coll Flat!'","b'!!! AVAILABLE FROM TODAY !!!Hello, everyone! I am looking for 2 single professionals or students to rent these 2 gorgeous rooms - only suitable...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944403&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D60&,Single + double,,180-200,True,True,Stockwell (SW8),True
b'Delightful doubles in the heart of Brixton',"b""Get a room in a beautiful Victorian house right in the heart of Brixton. It's fully furnished & thoughtfully designed with a stunning kitchen leading...""",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=12910798&search_id=885030262&offset=70&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,Double room,127,,True,True,Brixton (SW2),False
b'Bright and spacious Double in West Kensington',b'Mind the Flat is pleased to present this double room in a four bedroom flat in the beautiful area of West Kensington.The flat is compromised of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944340&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,Double room,,205,True,False,West Kensington (W14),True
b'\xc3\xb0\xc2\x9f\xc2\x8f\xc2\xa2\xc3\xb0\xc2\x9f\xc2\x8c\xc2\x87\xc3\xb0\xc2\x9f\xc2\x8c\xc2\x83New Modern Flat with 3 Unique Bedrooms',"b'Hello Everyone, hope you are enjoy the day. I\xc3\xa2\xc2\x80\xc2\x99m happy to present you THIS STUNNING PROPERTY SEPARATED BY 3 UNIQUE ROOMS (SINGLE , DOUBLE AND...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13923988&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,Single + 2 doubles,,160-260,True,False,Limehouse (E14),False
"b'Hackney Central, 2 Large Rooms, Cool Flat!'","b'!!! AVAILABLE FROM TODAY !!!Hello, everyone! I am looking for 2 single professionals or students to rent these 2 gorgeous double rooms - only...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944190&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,2 doubles,,190-205,True,True,Hackney (E9),True
"b'Camden Area, 2 Large Rooms, Cool Location!'","b'!!! AVAILABLE FROM TODAY !!!Hello, everyone! I am looking for 2 single professionals or students to rent these 2 gorgeous double rooms - only...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944166&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,2 doubles,,185-200,True,True,Kentish Town (NW5),True
"b'Vauxhall, Room for Couples, Great Room!'","b'!!! AVAILABLE FROM TODAY !!!Hello, everyone! I am looking for a couple or a single professional/student to rent ASAP (max. within 4 days) this...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944130&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,Double room,,280,True,True,Vauxhall (SW8),True
b'Double Room Shadwell - No Agency Fees',b'We offering a lovely  Double room  in Shadwell just few step from station  We looking for clean people.2 peoples totalNO AGENCY FEES',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13445506&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,Double room,,220,True,False,Shadwell (E1),True
b'Chelsea Oasis by Kings Road',"b'I have a beautiful double room available for 290 pw  with a cleaner and gardiner, & all bills & maintenance, included for the running of your home....'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=4817465&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,Double room,,290,True,True,Chelsea (SW10),True
b'2 en-suite double rooms',"b'2 en-suite double rooms, 5 mins from Earl\xc3\xa2\xc2\x80\xc2\x99s  court station, share kitchen and dinning room, \xc3\x82\xc2\xa31000 and \xc3\x82\xc2\xa31200 per month, including all bills.'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13943560&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,2 doubles,000-200,,True,True,Earl's Court (SW5),True
b'Double room in South Quay / Canary Wharf',"b'Hi All,Since my current friend is leaving London due to work opportunity I am looking for a Flatmate to replace her. A double room situated 2...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13943320&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,Double room,000,,True,False,South Quay (E14),True
b'154a Double Room in refurbished garden flat',b'Hi thereWe have a huge ensuited bedroom available in our super friendly female only flat. The large garden flat is located 8 mins walk from...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11551627&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D70&,Double room,860,,True,True,Turnham Green (W4),True
b'Brix and Mortar',"b'Great 6 bedroom Victorian home in the centre of Brixton.The monthly rent takes care of everything in one monthly bill. Water, gas and electricity,...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=6707722&search_id=885030262&offset=80&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,192,,True,True,Brixton (SW2),False
"b'Bright big flat, gay/ mixed, w/cleaner, livingroom'","b'This is a really lovely big bright four bedroom flat, sharing with two other guys, polished floor boards, new kitchen, new bathroom, separate living/...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8117551&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,850,,False,False,Bethnal Green (E2),True
b'En suite double bedroom plus shared study',"b'The en suite double bedroom pictured, is available from 11 November. Comes with shared use of the study which doubles as a guest room.The en suite...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3621701&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,200,,False,False,West Hampstead (NW6),True
b'Large Attic Double Room in Whitechapel',"b'Very large attic double room is available from 11th Nov in a lovely house near Brick Lane. \xc3\x82\xc2\xa3180pw. Price is including all bills, council tax and...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13942543&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,,180,True,False,Aldgate East (E1),True
b'Spacious ensuite double bedroom in top floor flat',b'Spacious ensuite double bedroom available in a two bedroom top floor flat in a terrace house. There is an open plan shared living space for the...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13948210&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,900,,False,False,Oval (SW9),True
b'Huge Ensuite in beautiful house  in Island Garden',b'En suite available in a beautiful friendly house in St Davids Square Development .\nAVAILABLE FROM 7 November  2019\n\nTHIS HOUSE IS CURRENTLY OCCUPIED...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=5099002&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,900,,True,True,Island Gardens (E14),True
b'Kilburn short let (10.20-11.13)',b'A lovely one-bed flat in Kilburn will be available from 20.20-11.13 (short let only). You will live in the bedroom and  share the kitchen and bathroom...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13947619&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,,220,True,False,Kilburn (NW2),True
b'Part-time Lodger/ Sole use of Studio flat',b'The flat is available 10-20 days per month on a sole occupancy basis.. The landlord will be staying at the flat for the remaining 10 days per month....',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13947493&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,800,,True,False,West Hampstead (NW6),True
b'Double room in Archway/Crouch end',b'Available ASAP - Aug 2020.13min walk to Archway tube/Whittington hospital.Lovely area 5min walk from Crouch end shops/high street with lots of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13946572&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,933,,False,True,Hornsey Lane (N6),True
b'Big Cozy double room near King\xc3\xa2\xc2\x80\xc2\x99s cross',"b'*Available from 6th Dec 2019 to the end of Dec 2020The big double room is one of the furnished 3 bedroom flat, wooden floors. A fully equipped...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13946500&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,,250,True,False,King's Cross (WC1),True
b'Large bright double room with balcony',"b""Looking for a place to call HOME? If you're looking for a place where you'd ONLY share with ONE other person, quiet and relaxing place then We are...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9053554&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D80&,Double room,850,,True,False,Victoria Park (E9),True
"b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\xb236F Stunning Room, Fab house\xc3\xb0\xc2\x9f\xc2\x8f\xc2\xa0 Tube 8 mins'","b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x80 Looking for a professional quality house share with great housemates, high quality furniture and fittings, only a six month commitment and one...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=2419660&search_id=885030262&offset=90&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D90&,2 doubles,059,,False,True,Fulham (SW6),False
